hid,size,occupants,race
14140,2,"[14152, 2944]",White
14141,1,[35794],White
14142,4,"[18965, 28862, 17344, 3752]",White
14143,1,[2574],White
14144,3,"[5187, 29672, 44284]",White
14145,1,[41937],White
14146,3,"[8483, 23034, 27909]",White
14147,3,"[16470, 22775, 3649]",White
14148,2,"[22419, 9987]",White
14149,2,"[44570, 33461]",White
14150,2,"[13796, 35899]",White
14151,3,"[25331, 23659, 42148]",White
14152,2,"[7735, 5691]",White
14153,3,"[31420, 39171, 10068]",White
14154,2,"[2405, 33060]",White
14155,3,"[24813, 3389, 42506]",White
14156,1,[13750],White
14157,2,"[26869, 10499]",White
14158,1,[4928],White
14159,1,[22692],White
14160,4,"[313, 27209, 2390, 9650]",White
14161,1,[99],White
14162,3,"[38670, 39329, 28248]",White
14163,2,"[371, 36087]",White
14164,2,"[24953, 32384]",White
14165,1,[39513],White
14166,4,"[31529, 25796, 41995, 23935]",White
14167,3,"[35983, 25130, 8929]",White
14168,1,[6610],White
14169,1,[3769],White
14170,4,"[1244, 33072, 3841, 40693]",White
14171,4,"[35220, 32567, 27821, 13]",White
14172,3,"[24365, 26999, 35811]",White
14173,2,"[18893, 8197]",White
14174,3,"[6648, 29330, 40908]",White
14175,1,[11094],White
14176,5,"[699, 44428, 6820, 35108, 25823]",White
14177,2,"[437, 1963]",White
14178,5,"[14739, 1884, 7354, 13001, 36897]",White
14179,3,"[3278, 2553, 9660]",White
14180,1,[19121],White
14181,2,"[35353, 32725]",White
14182,2,"[8014, 18203]",White
14183,4,"[9966, 2964, 40543, 30900]",White
14184,4,"[13521, 40102, 41097, 35568]",White
14185,4,"[28332, 8043, 12769, 3698]",White
14186,3,"[337, 41274, 23775]",White
14187,1,[10419],White
14188,4,"[20416, 27215, 24962, 14669]",White
14189,2,"[28284, 16394]",White
14190,2,"[43179, 42663]",White
14191,2,"[80, 16743]",White
14192,1,[41710],White
14193,2,"[2542, 12270]",White
14194,4,"[11483, 14035, 384, 8592]",White
14195,1,[42127],White
14196,2,"[6975, 9177]",White
14197,3,"[40767, 42007, 3287]",White
14198,1,[11997],White
14199,3,"[17735, 396, 40833]",White
14200,1,[25032],White
14201,2,"[11006, 35791]",White
14202,3,"[43197, 16502, 33430]",White
14203,5,"[17222, 14185, 36113, 4929, 34656]",White
14204,2,"[27052, 11510]",White
14205,3,"[24494, 21700, 6541]",White
14206,1,[18757],White
14207,2,"[43570, 6818]",White
14208,2,"[10508, 28303]",White
14209,3,"[12252, 38862, 7936]",White
14210,1,[43244],White
14211,4,"[37006, 995, 7520, 25508]",White
14212,2,"[27276, 41147]",White
14213,2,"[43536, 11124]",White
14214,3,"[8218, 5388, 23317]",White
14215,2,"[40466, 19634]",White
14216,2,"[24229, 5708]",White
14217,1,[32322],White
14218,4,"[42468, 31634, 24605, 36769]",White
14219,3,"[29473, 10042, 31671]",White
14220,3,"[4264, 27543, 15508]",White
14221,3,"[43212, 29710, 22495]",White
14222,1,[33326],White
14223,1,[15840],White
14224,4,"[32476, 34033, 23839, 15903]",White
14225,1,[42322],White
14226,2,"[40063, 25569]",White
14227,2,"[18227, 1546]",White
14228,5,"[4445, 11626, 7427, 11179, 8839]",White
14229,2,"[4005, 15494]",White
14230,4,"[1760, 33356, 34483, 43064]",White
14231,2,"[22767, 11321]",White
14232,4,"[39795, 33030, 26788, 18230]",White
14233,3,"[7436, 25985, 25049]",White
14234,1,[31101],White
14235,1,[16833],White
14236,6,"[5581, 27479, 23774, 469, 24155, 6376]",White
14237,2,"[23966, 38393]",White
14238,1,[26368],White
14239,3,"[18073, 32300, 36348]",White
14240,1,[23594],White
14241,4,"[5825, 42232, 23262, 22777]",White
14242,2,"[13454, 16625]",White
14243,2,"[26135, 34391]",White
14244,1,[8569],White
14245,2,"[41545, 22736]",White
14246,1,[24345],White
14247,2,"[6117, 20939]",White
14248,3,"[36373, 38143, 35036]",White
14249,1,[24850],White
14250,2,"[13110, 24597]",White
14251,1,[21183],White
14252,3,"[7944, 18296, 24521]",White
14253,1,[9921],White
14254,1,[30562],White
14255,2,"[2077, 25248]",White
14256,3,"[9413, 31051, 4647]",White
14257,4,"[5828, 11264, 36477, 42869]",White
14258,3,"[11798, 42426, 495]",White
14259,1,[43503],White
14260,3,"[2360, 465, 33777]",White
14261,2,"[20693, 17771]",White
14262,4,"[9628, 7042, 32211, 14505]",White
14263,1,[1427],White
14264,2,"[33560, 35962]",White
14265,4,"[27587, 43760, 33485, 40792]",White
14266,3,"[19574, 13837, 26056]",White
14267,7,"[16321, 13331, 8018, 30200, 13694, 18925, 26344]",White
14268,2,"[27157, 36582]",White
14269,2,"[35159, 28397]",White
14270,2,"[32887, 9764]",White
14271,4,"[33702, 13522, 21119, 5820]",White
14272,1,[12198],White
14273,3,"[5331, 20151, 38799]",White
14274,1,[17773],White
14275,3,"[37308, 12375, 35368]",White
14276,5,"[824, 43470, 35063, 38459, 25919]",White
14277,1,[24349],White
14278,4,"[27233, 19057, 39524, 7284]",White
14279,2,"[30020, 1225]",White
14280,3,"[32599, 10171, 28666]",White
14281,3,"[37830, 40414, 21381]",White
14282,1,[14533],White
14283,1,[31973],White
14284,2,"[20436, 28916]",White
14285,1,[30924],White
14286,4,"[1405, 25439, 8947, 771]",White
14287,1,[5534],White
14288,1,[43268],White
14289,1,[22656],White
14290,6,"[36389, 6901, 35626, 18480, 37046, 39396]",White
14291,3,"[21595, 24504, 42365]",White
14292,4,"[6769, 24322, 39626, 637]",White
14293,2,"[36225, 28375]",White
14294,1,[4189],White
14295,1,[7859],White
14296,2,"[38127, 38847]",White
14297,4,"[24127, 33656, 4519, 41493]",White
14298,3,"[8179, 3913, 25084]",White
14299,1,[19784],White
14300,5,"[14319, 25182, 17594, 1617, 15423]",White
14301,3,"[33216, 13018, 39942]",White
14302,1,[35259],White
14303,1,[40743],White
14304,1,[33697],White
14305,3,"[43497, 13552, 24488]",White
14306,1,[44548],White
14307,2,"[17052, 14564]",White
14308,3,"[28218, 31809, 5101]",White
14309,5,"[6191, 32140, 28201, 17024, 20504]",White
14310,1,[411],White
14311,1,[1551],White
14312,1,[28066],White
14313,4,"[24417, 17007, 14427, 42106]",White
14314,2,"[27402, 12223]",White
14315,4,"[39670, 35838, 29560, 23913]",White
14316,2,"[34461, 28217]",White
14317,3,"[44452, 31927, 40290]",White
14318,3,"[28036, 32044, 13906]",White
14319,3,"[2013, 16320, 18587]",White
14320,4,"[16727, 13903, 33101, 43286]",White
14321,3,"[8042, 42356, 26518]",White
14322,5,"[24148, 41090, 3454, 41581, 21874]",White
14323,3,"[34586, 38202, 2634]",White
14324,4,"[9939, 19753, 27798, 43840]",White
14325,3,"[265, 32222, 31732]",White
14326,2,"[20571, 12258]",White
14327,3,"[2611, 5758, 40875]",White
14328,2,"[249, 3331]",White
14329,4,"[11373, 11886, 25394, 217]",White
14330,1,[32155],White
14331,4,"[1511, 36872, 35645, 21821]",White
14332,1,[25352],White
14333,3,"[14956, 19176, 42160]",White
14334,4,"[21968, 4840, 28961, 44581]",White
14335,1,[3451],White
14336,3,"[12680, 29851, 34746]",White
14337,1,[16951],White
14338,1,[11550],White
14339,3,"[42861, 15621, 4145]",White
14340,7,"[21980, 28816, 41148, 6342, 14079, 35574, 862]",White
14341,4,"[33931, 7435, 18432, 40091]",White
14342,3,"[23755, 22065, 746]",White
14343,2,"[32053, 37246]",White
14344,5,"[25855, 10633, 26075, 28960, 27373]",White
14345,1,[7138],White
14346,1,[30651],White
14347,7,"[29236, 34038, 14038, 4176, 2856, 4367, 29898]",White
14348,2,"[18072, 2251]",White
14349,3,"[10201, 3449, 31069]",White
14350,1,[19527],White
14351,2,"[37761, 26972]",White
14352,3,"[5614, 19601, 12327]",White
14353,1,[10518],White
14354,3,"[30994, 3583, 33669]",White
14355,2,"[6233, 3809]",White
14356,4,"[41067, 37024, 27167, 42471]",White
14357,3,"[9283, 39636, 15896]",White
14358,2,"[7205, 12518]",White
14359,2,"[41630, 27745]",White
14360,2,"[14532, 35248]",White
14361,3,"[12700, 44514, 7674]",White
14362,3,"[27981, 33114, 25617]",White
14363,3,"[18196, 39817, 26049]",White
14364,3,"[30881, 43227, 27178]",White
14365,1,[32600],White
14366,1,[39220],White
14367,3,"[2294, 24782, 33334]",White
14368,2,"[26899, 36814]",White
14369,1,[40271],White
14370,3,"[19375, 17094, 22046]",White
14371,4,"[37572, 37738, 32692, 26716]",White
14372,2,"[40688, 42651]",White
14373,4,"[28824, 43588, 15254, 5120]",White
14374,2,"[34612, 22685]",White
14375,2,"[6797, 3842]",White
14376,1,[14393],White
14377,1,[24180],White
14378,2,"[4141, 12364]",White
14379,2,"[30330, 7329]",White
14380,2,"[22031, 31]",White
14381,4,"[318, 14982, 37292, 357]",White
14382,2,"[8920, 39735]",White
14383,2,"[13536, 13928]",White
14384,2,"[36626, 7667]",White
14385,3,"[29233, 2011, 22524]",White
14386,1,[37629],White
14387,1,[23661],White
14388,4,"[2848, 12294, 34909, 4567]",White
14389,2,"[28494, 31492]",White
14390,3,"[1649, 38871, 27375]",White
14391,2,"[22872, 19195]",White
14392,2,"[34836, 28093]",White
14393,1,[7655],White
14394,1,[8551],White
14395,3,"[5693, 4274, 43770]",White
14396,2,"[31695, 6241]",White
14397,4,"[9089, 3127, 37959, 32240]",White
14398,4,"[8154, 32716, 17638, 2537]",White
14399,2,"[19464, 35658]",White
14400,3,"[4753, 11651, 18765]",White
14401,1,[26350],White
14402,1,[19972],White
14403,3,"[18759, 6327, 6183]",White
14404,5,"[31088, 38875, 335, 15380, 7302]",White
14405,2,"[12417, 9744]",White
14406,1,[38241],White
14407,7,"[212, 12662, 22741, 8374, 1751, 12182, 32171]",White
14408,1,[22407],White
14409,1,[22233],White
14410,2,"[10331, 25371]",White
14411,1,[17294],White
14412,2,"[43875, 9191]",White
14413,4,"[40988, 7625, 38318, 21163]",White
14414,4,"[38184, 18105, 13344, 36673]",White
14415,1,[153],White
14416,2,"[19514, 32951]",White
14417,1,[12683],White
14418,3,"[17441, 43638, 38448]",White
14419,1,[7504],White
14420,2,"[6204, 22175]",White
14421,2,"[37540, 20395]",White
14422,3,"[1124, 37710, 722]",White
14423,2,"[32581, 17804]",White
14424,2,"[10486, 21778]",White
14425,4,"[35803, 16731, 40816, 21175]",White
14426,1,[32625],White
14427,5,"[7893, 9198, 22316, 18464, 13240]",White
14428,2,"[19272, 9571]",White
14429,2,"[24299, 5097]",White
14430,2,"[43691, 27632]",White
14431,3,"[19663, 14750, 16915]",White
14432,2,"[43149, 2704]",White
14433,4,"[30655, 29838, 1442, 17654]",White
14434,2,"[9818, 38680]",White
14435,2,"[29249, 1500]",White
14436,2,"[38103, 14732]",White
14437,3,"[10679, 20316, 42033]",White
14438,4,"[25216, 29334, 11463, 5170]",White
14439,2,"[27374, 20094]",White
14440,4,"[20433, 7075, 36378, 8550]",White
14441,5,"[8297, 9532, 20617, 33488, 12694]",White
14442,1,[44377],White
14443,2,"[1594, 33968]",White
14444,5,"[38203, 22328, 24410, 18151, 28602]",White
14445,2,"[43081, 42677]",White
14446,3,"[8555, 9178, 4095]",White
14447,3,"[4707, 21132, 40459]",White
14448,1,[18942],White
14449,3,"[38533, 17180, 2510]",White
14450,1,[43304],White
14451,4,"[4004, 12898, 42757, 31008]",White
14452,4,"[8686, 27125, 39489, 34699]",White
14453,3,"[14696, 152, 13958]",White
14454,2,"[17518, 17550]",White
14455,4,"[28042, 36437, 41314, 22508]",White
14456,4,"[24690, 23834, 1214, 15989]",White
14457,3,"[6057, 538, 18441]",White
14458,1,[33100],White
14459,3,"[37661, 36999, 22281]",White
14460,2,"[1539, 44072]",White
14461,4,"[18679, 16443, 29676, 40838]",White
14462,1,[7213],White
14463,1,[15949],White
14464,1,[15026],White
14465,1,[21040],White
14466,2,"[2525, 9401]",White
14467,2,"[23120, 28687]",White
14468,2,"[7343, 11332]",White
14469,1,[41062],White
14470,1,[6678],White
14471,1,[29386],White
14472,2,"[36498, 1789]",White
14473,2,"[28580, 40903]",White
14474,5,"[7038, 12899, 30941, 34660, 5384]",White
14475,1,[16823],White
14476,1,[11404],White
14477,2,"[19370, 13237]",White
14478,3,"[38380, 22488, 42633]",White
14479,2,"[32601, 5981]",White
14480,4,"[24392, 13559, 13033, 29066]",White
14481,4,"[12119, 28959, 8776, 39519]",White
14482,2,"[4415, 1408]",White
14483,2,"[29998, 10786]",White
14484,1,[11086],White
14485,2,"[22119, 30867]",White
14486,1,[35408],White
14487,3,"[13085, 5269, 16637]",White
14488,4,"[26421, 12211, 43715, 14495]",White
14489,1,[20945],White
14490,1,[11027],White
14491,3,"[29926, 35901, 28565]",White
14492,1,[36207],White
14493,1,[37190],White
14494,1,[38078],White
14495,3,"[13707, 18890, 17641]",White
14496,1,[9849],White
14497,1,[11610],White
14498,2,"[37219, 291]",White
14499,3,"[12616, 43643, 5498]",White
14500,6,"[43339, 34219, 12466, 13146, 761, 4680]",White
14501,2,"[44529, 23353]",White
14502,3,"[39812, 34130, 2467]",White
14503,1,[10321],White
14504,2,"[43737, 21926]",White
14505,2,"[33553, 43797]",White
14506,4,"[28161, 12048, 21360, 35060]",White
14507,4,"[24746, 20439, 24999, 11864]",White
14508,4,"[30484, 27950, 20862, 19785]",White
14509,2,"[39920, 44471]",White
14510,4,"[30471, 25249, 12059, 25734]",White
14511,4,"[34517, 41522, 6507, 38170]",White
14512,1,[30847],White
14513,2,"[14499, 3746]",White
14514,3,"[41349, 22412, 3424]",White
14515,2,"[42755, 16079]",White
14516,1,[42481],White
14517,2,"[1735, 5725]",White
14518,1,[10959],White
14519,1,[21868],White
14520,2,"[14167, 30429]",White
14521,1,[3266],White
14522,2,"[16740, 21326]",White
14523,4,"[42723, 11207, 3289, 42499]",White
14524,2,"[27857, 5184]",White
14525,2,"[29942, 18887]",White
14526,3,"[12299, 34157, 37002]",White
14527,4,"[15142, 14784, 18279, 9405]",White
14528,2,"[44087, 43209]",White
14529,1,[17842],White
14530,2,"[41246, 1828]",White
14531,2,"[18703, 29422]",White
14532,1,[30307],White
14533,4,"[10173, 13017, 2749, 32674]",White
14534,2,"[38567, 40406]",White
14535,1,[4635],White
14536,3,"[26759, 29327, 15935]",White
14537,1,[35170],White
14538,2,"[43090, 33620]",White
14539,2,"[41945, 8368]",White
14540,2,"[10339, 32955]",White
14541,2,"[23698, 4966]",White
14542,1,[33975],White
14543,4,"[4642, 23873, 10091, 21198]",White
14544,1,[8458],White
14545,2,"[25490, 13703]",White
14546,4,"[40239, 31841, 8959, 3441]",White
14547,1,[35590],White
14548,2,"[8329, 6405]",White
14549,1,[44334],White
14550,2,"[3066, 23754]",White
14551,4,"[16981, 7259, 7181, 26493]",White
14552,4,"[22425, 23012, 9936, 39909]",White
14553,2,"[24875, 16426]",White
14554,1,[39518],White
14555,1,[9341],White
14556,3,"[24026, 2934, 33677]",White
14557,2,"[13724, 40326]",White
14558,3,"[12644, 9762, 23071]",White
14559,2,"[8639, 4798]",White
14560,6,"[44347, 321, 21412, 28478, 40331, 26239]",White
14561,3,"[11325, 23041, 33842]",White
14562,5,"[4478, 19754, 27014, 10944, 14075]",White
14563,1,[23130],White
14564,4,"[36100, 11688, 38091, 5609]",White
14565,4,"[23281, 15428, 34837, 24202]",White
14566,2,"[1807, 8983]",White
14567,2,"[6533, 9140]",White
14568,2,"[27643, 25967]",White
14569,1,[19549],White
14570,1,[44060],White
14571,2,"[27734, 476]",White
14572,1,[40511],White
14573,3,"[16303, 10027, 44451]",White
14574,4,"[13426, 9867, 35458, 8672]",White
14575,2,"[14601, 41367]",White
14576,1,[5553],White
14577,1,[16329],White
14578,3,"[16829, 18066, 1860]",White
14579,1,[38726],White
14580,4,"[39346, 8542, 16383, 2575]",White
14581,2,"[18802, 9349]",White
14582,2,"[40243, 25993]",White
14583,1,[14005],White
14584,3,"[30965, 7783, 41197]",White
14585,5,"[28347, 5264, 17912, 34733, 14349]",White
14586,6,"[20044, 42400, 7135, 16759, 39661, 18367]",White
14587,2,"[37149, 38148]",White
14588,2,"[30282, 18715]",White
14589,2,"[41153, 3189]",White
14590,1,[38381],White
14591,3,"[6635, 39772, 24135]",White
14592,5,"[27244, 41427, 41510, 6489, 4669]",White
14593,1,[37173],White
14594,2,"[30472, 24046]",White
14595,3,"[5297, 3058, 12731]",White
14596,2,"[25111, 36914]",White
14597,1,[40375],White
14598,3,"[19404, 40629, 12396]",White
14599,1,[19016],White
14600,3,"[31835, 36879, 17630]",White
14601,1,[32748],White
14602,3,"[24013, 21942, 15609]",White
14603,4,"[15653, 2032, 19871, 2627]",White
14604,2,"[15260, 17435]",White
14605,3,"[34969, 37825, 22201]",White
14606,3,"[9853, 31082, 39869]",White
14607,1,[38983],White
14608,3,"[22028, 16726, 22723]",White
14609,1,[27067],White
14610,4,"[43292, 38199, 20252, 18014]",White
14611,3,"[42193, 34570, 11299]",White
14612,2,"[7888, 37586]",White
14613,2,"[34289, 3733]",White
14614,5,"[12156, 35168, 35352, 24547, 22822]",White
14615,2,"[40851, 4751]",White
14616,2,"[41471, 13365]",White
14617,2,"[15763, 42578]",White
14618,1,[14875],White
14619,3,"[36548, 37832, 31851]",White
14620,3,"[27589, 28300, 28653]",White
14621,4,"[32760, 29183, 22894, 42156]",White
14622,3,"[452, 21869, 6800]",White
14623,1,[7300],White
14624,4,"[16454, 7299, 3753, 13558]",White
14625,2,"[38213, 12395]",White
14626,1,[38439],White
14627,3,"[7289, 11581, 33298]",White
14628,3,"[42337, 13611, 25842]",White
14629,1,[42188],White
14630,2,"[41281, 3557]",White
14631,7,"[40644, 25456, 10515, 22870, 40897, 16428, 1224]",White
14632,1,[3960],White
14633,2,"[16144, 21705]",White
14634,4,"[22861, 26264, 21280, 22684]",White
14635,1,[30061],White
14636,1,[21045],White
14637,2,"[8607, 42538]",White
14638,2,"[25449, 9483]",White
14639,4,"[16722, 4696, 29140, 40344]",White
14640,2,"[41032, 30315]",White
14641,3,"[22153, 31981, 30703]",White
14642,2,"[8818, 26664]",White
14643,3,"[9627, 32207, 11748]",White
14644,2,"[28395, 28243]",White
14645,2,"[1930, 32824]",White
14646,4,"[25101, 4573, 15947, 29734]",White
14647,2,"[1258, 34441]",White
14648,2,"[13414, 44141]",White
14649,2,"[20502, 22847]",White
14650,2,"[11979, 36356]",White
14651,5,"[14, 15837, 16167, 36005, 10412]",White
14652,2,"[25350, 30049]",White
14653,1,[30729],White
14654,2,"[43431, 39254]",White
14655,1,[9123],White
14656,2,"[32378, 5205]",White
14657,2,"[16986, 30838]",White
14658,2,"[9984, 36733]",White
14659,2,"[44199, 30131]",White
14660,1,[13440],White
14661,2,"[34224, 15789]",White
14662,3,"[9161, 30057, 9585]",White
14663,3,"[2500, 14772, 1732]",White
14664,4,"[32583, 21300, 31684, 33339]",White
14665,3,"[939, 26373, 42]",White
14666,4,"[4539, 8101, 5955, 8468]",White
14667,3,"[29575, 40627, 8244]",White
14668,3,"[7803, 22479, 20059]",White
14669,5,"[29509, 24993, 7466, 26897, 5002]",White
14670,1,[36865],White
14671,1,[7616],White
14672,1,[39015],White
14673,2,"[14607, 32260]",White
14674,2,"[13402, 31476]",White
14675,5,"[8486, 9299, 18422, 35192, 36234]",White
14676,1,[14419],White
14677,4,"[8412, 13568, 5889, 7595]",White
14678,1,[21522],White
14679,2,"[43358, 1987]",White
14680,5,"[23593, 33868, 999, 22207, 19365]",White
14681,5,"[7127, 24656, 29479, 11244, 8137]",White
14682,4,"[23654, 13766, 20158, 21977]",White
14683,2,"[37343, 1639]",White
14684,4,"[37822, 19258, 4417, 43452]",White
14685,5,"[14542, 11642, 16352, 1317, 245]",White
14686,2,"[35754, 20381]",White
14687,3,"[40397, 25275, 31582]",White
14688,4,"[23922, 24358, 4593, 211]",White
14689,2,"[15394, 20837]",White
14690,2,"[29764, 33875]",White
14691,2,"[8525, 10489]",White
14692,1,[1230],White
14693,7,"[19264, 19862, 22996, 41337, 29757, 147, 40643]",White
14694,6,"[41264, 19615, 4995, 27922, 26081, 11194]",White
14695,2,"[25751, 25444]",White
14696,1,[19863],White
14697,2,"[23566, 30115]",White
14698,4,"[42439, 29081, 27189, 868]",White
14699,2,"[42616, 26754]",White
14700,1,[34976],White
14701,3,"[25388, 32004, 16083]",White
14702,1,[6963],White
14703,1,[42831],White
14704,3,"[42942, 21384, 36671]",White
14705,4,"[42013, 4486, 43466, 40461]",White
14706,4,"[15762, 16939, 41716, 20899]",White
14707,3,"[22738, 10814, 40910]",White
14708,3,"[29893, 6429, 34675]",White
14709,1,[19959],White
14710,4,"[44167, 3106, 4602, 23699]",White
14711,6,"[16478, 3857, 16229, 35640, 38122, 3741]",White
14712,2,"[1123, 26945]",White
14713,1,[20255],White
14714,2,"[28009, 12569]",White
14715,3,"[26255, 13312, 2437]",White
14716,1,[22366],White
14717,2,"[22935, 10554]",White
14718,2,"[27205, 21358]",White
14719,2,"[2222, 24770]",White
14720,3,"[11722, 8020, 28436]",White
14721,3,"[25534, 1192, 27656]",White
14722,2,"[23283, 38695]",White
14723,4,"[11416, 351, 36068, 1054]",White
14724,1,[2890],White
14725,4,"[38487, 11278, 7705, 7087]",White
14726,5,"[11771, 4671, 2847, 1486, 18864]",White
14727,1,[43472],White
14728,3,"[25828, 20006, 21661]",White
14729,4,"[27226, 43563, 39166, 34916]",White
14730,4,"[13452, 19650, 31589, 7277]",White
14731,2,"[37658, 43458]",White
14732,4,"[24954, 18477, 37648, 7762]",White
14733,3,"[21920, 12798, 20677]",White
14734,1,[34644],White
14735,1,[14773],White
14736,2,"[24400, 21023]",White
